,nama_user,rating,waktu,ulasan,preprocessing,stemming_ulasan
574,deded setiawan,5,2022-05-28 16:24:07,"Aplikasi PLN Mobile harus terus di upgrade, terkait menu pengaduan itu harusnya ada estimasi kapan pekerjaan selesai dan apa saja kendala petugas di lapangan, jadi kita sbgai costomer tidak hanya menunggu dan bertanya2, dan petugas lapangan pun terkadang ada memberikan konfirmasi, dan kadang tidak, sprti kpan pengerjaan selesai bisa cepat tapi sering lelet, sprti sekarang sudah 24 jam listrik belum juga nyala, dan kepastian kpan listrik nyala pun tidak ada dari aplikasi maupun petugas terkait...","['aplikasi', 'pln', 'mobile', 'upgrade', 'terkait', 'menu', 'pengaduan', 'estimasi', 'pekerjaan', 'selesai', 'kendala', 'petugas', 'lapangan', 'customer', 'menunggu', 'petugas', 'lapangan', 'terkadang', 'konfirmasi', 'kadang', 'pengerjaan', 'selesai', 'cepat', 'lelet', 'jam', 'listrik', 'nyala', 'kepastian', 'listrik', 'nyala', 'aplikasi', 'petugas', 'terkait']",aplikasi pln mobile upgrade kait menu adu estimasi kerja selesai kendala tugas lapang customer tunggu tugas lapang terkadang konfirmasi kadang kerja selesai cepat lelet jam listrik nyala pasti listrik nyala aplikasi tugas kait
575,NX Studio,4,2022-05-28 15:07:34,"Riwayat Pembelian Token Tidak cepat Update, padahal pembelian di tgl 28mei ada, tapi ke baca terakhir tgl 21mei, padahal baru di isi 500rb Token, pemberitahuan di aplikasi Token anda mau habis, tolong di perbaiki, ingat hak konsumen...","['riwayat', 'pembelian', 'token', 'cepat', 'update', 'pembelian', 'tanggal', 'mei', 'baca', 'tanggal', 'mei', 'isi', 'rb', 'token', 'pemberitahuan', 'aplikasi', 'token', 'habis', 'tolong', 'perbaiki', 'hak', 'konsumen']",riwayat beli token cepat update beli tanggal mei baca tanggal mei isi rb token pemberitahuan aplikasi token habis tolong baik hak konsumen
576,Komang darmaja,2,2022-05-28 11:37:59,"Notifikasi token tak tepat, krn stok token masih banyak dipemberitahuan kok dibilang habis, dan habis ngisi token, tetep notifikasinya tak berubah, dibilang segera habis ,mhn perbaikan sistem aplukasinya","['pemberitahuan', 'token', 'stok', 'token', 'dipemberitahuan', 'dibilang', 'habis', 'habis', 'mengisi', 'token', 'notifikasinya', 'berubah', 'dibilang', 'habis', 'mhn', 'perbaikan', 'sistem', 'aplukasinya']",pemberitahuan token stok token dipemberitahuan bilang habis habis isi token notifikasi ubah bilang habis mhn baik sistem aplukasinya
577,Chautilya Dirangga,1,2022-05-28 10:13:29,"Pelayanan contact centrenya sgt buruk terutama via whatsapp, sy sudah komplain berkali2 lewat whatsapl, lewat ig, lewat email, keluhan ttep sama, jaringan iconnet sangat lelet, kbtulan sy pakai yg 10mbps, sy speedtest hanya sampai 0.2mbps downloadnya, upload emg 9mbps, berkali2 sy email sy ingin petugasnya dtg krumah untuk mengcek, semoga lewat sni bisa diperhatikan keluhan sy, email dan whatsapp sudah tdk mempan, sy kasi bintang 1, buruk playanan","['pelayanan', 'contact', 'centrenya', 'buruk', 'via', 'whatsapp', 'komplain', 'berkali', 'whatsapl', 'ig', 'email', 'keluhan', 'jaringan', 'iconnet', 'lelet', 'kbtulan', 'pakai', 'mbps', 'speedtest', 'mbps', 'downloadnya', 'unggah', 'mbps', 'berkali', 'email', 'petugasnya', 'krumah', 'mengcek', 'semoga', 'diperhatikan', 'keluhan', 'sy', 'email', 'whatsapp', 'mempan', 'kasih', 'bintang', 'buruk', 'pelayanan']",layan contact centrenya buruk via whatsapp komplain kali whatsapl ig email keluh jaring iconnet lelet kbtulan pakai mbps speedtest mbps downloadnya unggah mbps kali email tugas krumah mengcek moga perhati keluh sy email whatsapp mempan kasih bintang buruk layan
578,Tenti Uli Sigalingging,5,2022-05-28 02:00:36,"Awal nya agak bingung mengunakan nya, tapi dicoba trus jd bisa. Semoga cepat di respon bila ada gangguan listrik.","['nya', 'bingung', 'nya', 'dicoba', 'semoga', 'cepat', 'respon', 'gangguan', 'listrik']",nya bingung nya coba moga cepat respon ganggu listrik
579,Xie Rico,1,2022-05-27 22:05:02,Token rusak . Asal mau isi token kena hubungi pln. Padahal token masih ada sisa . Waktu input no gagal trs. Tertetara tulisan periksa tapi dibilang gak apa2. Waktu isi ribetnya minta ampun kena hubungin pln tolong ditukar,"['token', 'rusak', 'isi', 'token', 'kena', 'hubungi', 'pln', 'token', 'sisa', 'input', 'nomor', 'gagal', 'trs', 'tertetara', 'tulisan', 'periksa', 'dibilang', 'isi', 'ribetnya', 'ampun', 'kena', 'hubungin', 'pln', 'tolong', 'ditukar']",token rusak isi token kena hubung pln token sisa input nomor gagal trs tertetara tulis periksa bilang isi ribetnya ampun kena hubungin pln tolong tukar
580,Si guming,1,2022-05-27 19:25:16,Aplikasinya sangat mempermudah tapi petugasnya gak becus apa iya kita udah korbanin pulsa buat nelpon untuk pengaduan setelah selesai pengaduan saya cek status pengaduannya udah selesai padahal belum di selesaikan sama sekali Mana meternya udah mau mati,"['aplikasinya', 'mempermudah', 'petugasnya', 'becus', 'iya', 'korbanin', 'pulsa', 'telepon', 'pengaduan', 'selesai', 'pengaduan', 'cek', 'status', 'pengaduannya', 'selesai', 'selesaikan', 'meternya', 'mati']",aplikasi mudah tugas becus iya korbanin pulsa telepon adu selesai adu cek status adu selesai selesai meter mati
581,Nia Novita Sari,3,2022-05-27 19:20:00,"Pengalaman hari ini, sudah bayar token via bank BUMN hingga stgh jam lebih berlalu belum juga keluar nomor tokennya, krn battery HP sudah mau habis jadilah beli token listrik LAGI melalui MARKETPLACE dan langsung dpt nomor tokenny, sungguh membingungkan.. Padahal ini langsung beli di app official, dan sy sebenernya lebih PRO utk mengKAYAkan BUMN, tp kok ""begini""","['pengalaman', 'bayar', 'token', 'via', 'bank', 'bumn', 'stgh', 'jam', 'nomor', 'tokennya', 'battery', 'hp', 'habis', 'beli', 'token', 'listrik', 'marketplace', 'langsung', 'nomor', 'tokenny', 'sungguh', 'membingungkan', 'langsung', 'beli', 'aplikasi', 'official', 'profesional', 'mengkayakan', 'bumn']",alam bayar token via bank bumn stgh jam nomor tokennya battery hp habis beli token listrik marketplace langsung nomor tokenny sungguh bingung langsung beli aplikasi official profesional kaya bumn
582,Siti Hasmah,5,2022-05-27 14:37:36,"komplain masalah responnya cepat ditanggapi, yg perlu diingat kalau mau komplain apapun via app mobile pln harus di tanggal 24-27, selain ditanggal tersebut komplain pun percuma. Terimakasih pln.","['komplain', 'responnya', 'cepat', 'ditanggapi', 'komplain', 'apapun', 'via', 'aplikasi', 'mobile', 'pln', 'tanggal', 'ditanggal', 'komplain', 'terima', 'kasih', 'pln']",komplain responnya cepat tanggap komplain apa via aplikasi mobile pln tanggal tanggal komplain terima kasih pln
583,Koo To',1,2022-05-27 08:14:09,"Kalo buat pengaduan ini aplikasi kurang worth it, tidak ada kepastian petugas akan datang masa nunggu udah 3jam lebih gada respon dari petugas ataupun aplikasinya, kecewa sih, tolong kalo pengaduan yg diprioritasin soalnya keadaan kelistrikan dirumah sudah mati tapi ga ada kepastian petugas yg datang, apalagi kalo pengaduan kode periksa di tengah malam itu bikin ngerepotin sekali jadi menghambat kebutuhan","['pengaduan', 'aplikasi', 'worth', 'it', 'kepastian', 'petugas', 'menunggu', 'jam', 'respon', 'petugas', 'aplikasinya', 'kecewa', 'sih', 'tolong', 'pengaduan', 'diprioritasin', 'kelistrikan', 'dirumah', 'mati', 'kepastian', 'petugas', 'pengaduan', 'kode', 'periksa', 'malam', 'ngerepotin', 'menghambat', 'kebutuhan']",adu aplikasi worth it pasti tugas tunggu jam respon tugas aplikasi kecewa sih tolong adu diprioritasin listrik rumah mati pasti tugas adu kode periksa malam ngerepotin hambat butuh
584,beta septyawan,5,2022-05-27 07:01:10,sangat membantu sekali.. fast respon.. mudah untuk mengecek tagihan listrik.. mudah untuk pengaduan gangguan.. petugas selalu ready dalam keadaan bagaimanapun.. tingkatkan terus kualitas pelayanan terbaik untuk kenyamanan masyarakat..,"['membantu', 'fast', 'respon', 'mudah', 'mengecek', 'tagihan', 'listrik', 'mudah', 'pengaduan', 'gangguan', 'petugas', 'ready', 'tingkatkan', 'kualitas', 'pelayanan', 'terbaik', 'kenyamanan', 'masyarakat']",bantu fast respon mudah ecek tagih listrik mudah adu ganggu tugas ready tingkat kualitas layan baik nyaman masyarakat
585,fegri yanto,1,2022-05-26 21:24:27,"Saya update aplikasi, tp setelah update susah login, terlalu banyak pertanyaan, pada lah seharusnya dengan masukan nomor HP aja sudah bisa login lagi, Ini banyak lagi pertanyaan dan data yg harus dilengkapi, mana ingat saya data nama dan email nya lagi, kan aplikasi sudah nempel di HP, harusnya cukup masukin nomor HP aja sudah bisa log in","['perbarui', 'aplikasi', 'perbarui', 'sulit', 'login', 'masukan', 'nomor', 'hp', 'login', 'data', 'dilengkapi', 'data', 'nama', 'email', 'nya', 'aplikasi', 'menempel', 'hp', 'memasukkan', 'nomor', 'hp', 'log']",baru aplikasi baru sulit login masuk nomor hp login data lengkap data nama email nya aplikasi tempel hp masuk nomor hp log
586,Umi Latifah,5,2022-05-26 19:52:48,"Aplikasi yang sangat bermanfaat, pelayanan bagus, respon pengaduan cepat dan terselesaikan dengan memuaskan. Terimakasih🙏","['aplikasi', 'bermanfaat', 'pelayanan', 'bagus', 'respon', 'pengaduan', 'cepat', 'terselesaikan', 'memuaskan', 'terimakasih']",aplikasi manfaat layan bagus respon adu cepat selesai muas terimakasih
587,rocky d h saputra,4,2022-05-26 19:38:37,"Sudah cukup bagus, tetapi di menu live chat dengan CS tidak keluar keyboard, tetapi tulisan CS keluar. Jadi tidak bisa menulis pesan sampe batas waktu habis. Sudah berkali-kali dicoba tetap sama berhari-hari. Aplikasi sudah terupdate dan akun verified.","['bagus', 'menu', 'live', 'chat', 'cs', 'keyboard', 'tulisan', 'cs', 'menulis', 'pesan', 'batas', 'habis', 'berkali', 'kali', 'dicoba', 'berhari', 'aplikasi', 'terupdate', 'akun', 'verified']",bagus menu live chat cs keyboard tulis cs tulis pesan batas habis kali kali coba hari aplikasi terupdate akun verified
588,visy 131806,5,2022-05-26 17:33:25,"Sudah login berkali kali dan OTP sampai 3x tp tetap tidak berhasil. Yasudah saya tutup saja, eh tiba2 di buka lagi aplikasi ya tau2 sudah otomatis login???? Yasudahlah","['login', 'berkali', 'kali', 'otp', 'x', 'berhasil', 'yasudah', 'tutup', 'eh', 'buka', 'aplikasi', 'iya', 'tau', 'otomatis', 'login', 'yasudahlah']",login kali kali otp x hasil yasudah tutup eh buka aplikasi iya tau otomatis login yasudahlah
589,Rahmad Desprianto,4,2022-05-26 16:50:50,"aplikasi sangat lelet,, terlalu lama loadingnya, menggunakan hape yg bagus atau jaringan wifi maupun provider yg lain pun tidak mempengaruhi keleletan aplikasinya","['aplikasi', 'lelet', 'loadingnya', 'hape', 'bagus', 'jaringan', 'wifi', 'provider', 'mempengaruhi', 'keleletan', 'aplikasinya']",aplikasi lelet loadingnya hape bagus jaring wifi provider pengaruh lelet aplikasi
590,Adya Nugraha,5,2022-05-26 07:24:27,"Aplikasi sangat membantu dalam pelayanan, saya menggunakan untuk penambahan daya 2 hari sudah di proses. Walau ada sedikit kendala tapi masih minor. Saran saja untuk ditambahkan menu ""pemindahan meteran listrik"", akan sangat membantu karena mengurangi waktu harus ke kantor unit pelayanan. Terima kasih","['aplikasi', 'membantu', 'pelayanan', 'penambahan', 'daya', 'proses', 'kendala', 'minor', 'saran', 'menu', 'pemindahan', 'meteran', 'listrik', 'membantu', 'mengurangi', 'kantor', 'unit', 'pelayanan', 'terima', 'kasih']",aplikasi bantu layan tambah daya proses kendala minor saran menu pindah meter listrik bantu kurang kantor unit layan terima kasih
591,Ide Kreatif Channel,4,2022-05-26 06:40:49,"Fitur marketplace harus banyak di perbarui lagi komunikasi antara buyer dan seller hanya via wa,dan juga belum ada nya customer service pd marketplace membuat buyer kesulitan saat pesanan barang belum di kirim-kirim, jadi buyer hanya bisa komunikasi via wa saja ke seller nya tanpa ada perantara komunikasi dg customer service Pesanan saya pun belum juga terkirim Apakah marketplace ini berupa rekening bersama ? Dimana kalau paket tidak sampai uang bisa balik ke buyer ? Cara nya ? Terima kasih","['fitur', 'marketplace', 'perbarui', 'komunikasi', 'buyer', 'seller', 'via', 'wa', 'nya', 'customer', 'service', 'marketplace', 'buyer', 'kesulitan', 'pesanan', 'barang', 'kirim', 'buyer', 'komunikasi', 'via', 'whatsapp', 'seller', 'nya', 'perantara', 'komunikasi', 'customer', 'service', 'pesanan', 'terkirim', 'marketplace', 'rekening', 'dimana', 'paket', 'uang', 'buyer', 'nya', 'terima', 'kasih']",fitur marketplace baru komunikasi buyer seller via wa nya customer service marketplace buyer sulit pesan barang kirim buyer komunikasi via whatsapp seller nya antara komunikasi customer service pesan kirim marketplace rekening mana paket uang buyer nya terima kasih
592,Sahudi Edge,2,2022-05-25 21:52:41,"Aplikasi live chat tidak ada notifikasi sama sekali, setelah 26 menit menunggu antrean, terhubung sama sekali tidak ada notifikasi balon atau suara, dan mulai dari awal. Tinggalin pesan juga gak dibales, mulai dari awal. 2 jam sia-sia","['aplikasi', 'live', 'chat', 'pemberitahuan', 'menit', 'menunggu', 'antrean', 'terhubung', 'pemberitahuan', 'balon', 'suara', 'tinggalkan', 'pesan', 'dibales', 'jam', 'sia']",aplikasi live chat pemberitahuan menit tunggu antre hubung pemberitahuan balon suara tinggal pesan dibales jam sia
593,E PS,1,2022-05-25 17:40:59,"Aplikasi tidak membantu, untuk pelaporan lampu padam tidak dikerjakan sesuai aplikasi. Laporan listrik sudah menyala, realitanya sampai 2x pelaporan online,+ 2x pengaduan by phone, listrik belum nyala, tapi diaplikasi sudah menyala. Seolah2 ngejar indikator mutu kecepatan penanganan laporan pelanggan saja secara data, padahal kenyataan tidak sesuai dengan realita.","['aplikasi', 'membantu', 'pelaporan', 'lampu', 'padam', 'sesuai', 'aplikasi', 'laporan', 'listrik', 'menyala', 'realitanya', 'x', 'pelaporan', 'online', 'x', 'pengaduan', 'by', 'phone', 'listrik', 'nyala', 'diaplikasi', 'menyala', 'ngejar', 'indikator', 'mutu', 'kecepatan', 'penanganan', 'laporan', 'pelanggan', 'data', 'kenyataan', 'sesuai', 'realita']",aplikasi bantu lapor lampu padam sesuai aplikasi lapor listrik nyala realitanya x lapor online x adu by phone listrik nyala aplikasi nyala ngejar indikator mutu cepat tangan lapor langgan data nyata sesuai realita
594,Sugi Astutik,5,2022-05-25 15:45:22,Sangat berguna untuk pelanggan yang sudah pakai metode digital. Saran untuk aplikasinya di peringan lagi. Agak sulit bagi pemula yang type HP masih dibawah standar (alias tuku HP dengan spek rendah karena terbatas kantong dikalangan masayarakat menengah ke bawah),"['berguna', 'pelanggan', 'pakai', 'metode', 'digital', 'saran', 'aplikasinya', 'peringan', 'sulit', 'pemula', 'type', 'hp', 'dibawah', 'standar', 'alias', 'tuku', 'hp', 'spek', 'rendah', 'terbatas', 'kantong', 'dikalangan', 'masayarakat', 'menengah']",guna langgan pakai metode digital saran aplikasi pering sulit mula type hp bawah standar alias tuku hp spek rendah batas kantong kalang masayarakat tengah
595,Meta Inf,5,2022-05-25 11:30:10,"Aplikasi sudah sesuai , pembayaran lewat berbagai aplikasi , fast respon , 😁 seandainya ada diskon pembelian lewat app pln , pasti lebih banyak penguna","['aplikasi', 'sesuai', 'pembayaran', 'aplikasi', 'fast', 'respon', 'seandainya', 'diskon', 'pembelian', 'aplikasi', 'pln', 'penguna']",aplikasi sesuai bayar aplikasi fast respon anda diskon beli aplikasi pln penguna
596,Felish Mahmudi,5,2022-05-25 05:55:39,"Aplikasi yg sangat membantu,kemarin saya mangadukan masalah ""token Gagal isi"" dan kurang dari 2 jam pihak dari PLN menghubungi saya dan langsung mendatangi rumah saya.Terima kasih banyak atas respon yg sangat cepat dan kedepannya semoga PLN semakin lebih unggul dlm hal pelayanan.sekali lagi terimakasih PLN","['aplikasi', 'membantu', 'kemarin', 'mangadukan', 'token', 'gagal', 'isi', 'jam', 'pln', 'menghubungi', 'langsung', 'rumah', 'terima', 'kasih', 'respon', 'cepat', 'kedepannya', 'semoga', 'pln', 'unggul', 'pelayanan', 'terima', 'kasih', 'pln']",aplikasi bantu kemarin mangadukan token gagal isi jam pln hubung langsung rumah terima kasih respon cepat depan moga pln unggul layan terima kasih pln
597,Pencari Syurga,2,2022-05-25 05:13:33,Pln mobile kok tidak berfungsi.saat mau keluhan. Ketika diklic tampil data kosong.sudah saya lakukan perintah dari PLN. Tapi hasilnya tetap.gak bisa dibuka,"['pln', 'mobile', 'berfungsi', 'keluhan', 'diklic', 'tampil', 'data', 'kosong', 'lakukan', 'perintah', 'pln', 'hasilnya', 'gak', 'dibuka']",pln mobile fungsi keluh diklic tampil data kosong laku perintah pln hasil gak buka
598,Indah Rahmawati,5,2022-05-25 00:07:28,"Awalnya bingung mau mengadu masalah padam listrik kemana, lalu search di google dan ketemu aplikasi ini, langsung daftar akun dan melakukan pengaduan, alhasil responnya cepat dan masalah dapat ditangani dengan sigap. Sejauh ini aplikasinya bagus, semoga kedepannya tidak mengecewakan :) Terimakasih PLN Mobile!","['bingung', 'mengadu', 'padam', 'listrik', 'kemana', 'search', 'google', 'ketemu', 'aplikasi', 'langsung', 'daftar', 'akun', 'pengaduan', 'alhasil', 'responnya', 'cepat', 'ditangani', 'sigap', 'aplikasinya', 'bagus', 'semoga', 'kedepannya', 'mengecewakan', 'terima', 'kasih', 'pln', 'mobile']",bingung adu padam listrik mana search google ketemu aplikasi langsung daftar akun adu alhasil responnya cepat tangan sigap aplikasi bagus moga depan kecewa terima kasih pln mobile
599,Melendina Sihotang,5,2022-05-24 19:15:20,"Thank you buat layanannya, aplikasinya sangat membantu, penangannya cepat, tidak ada kata tunggu good job, semoga semakin maju.","['thank', 'you', 'layanannya', 'aplikasinya', 'membantu', 'penangannya', 'cepat', 'tunggu', 'bagus', 'job', 'semoga', 'maju']",thank you layan aplikasi bantu nang cepat tunggu bagus job moga maju
600,Haflah Sani,1,2022-05-24 13:49:12,mau pengaduan di pilihan tetangga ikut padam setelah di klik keluar tulisan data masih kosong muat ulang.dan tidak bisa di gunakan padahal dulu sering laporan lewat aplikasi ini.tp sekrang susah.sudah coba uninstal dan instal lagi tapi ttep tidak bisa,"['pengaduan', 'pilihan', 'tetangga', 'padam', 'klik', 'tulisan', 'data', 'kosong', 'muat', 'ulang', 'laporan', 'aplikasi', 'tp', 'susah', 'coba', 'uninstal', 'instal']",adu pilih tetangga padam klik tulis data kosong muat ulang lapor aplikasi tp susah coba uninstal instal
601,Saiful Mujab,5,2022-05-24 11:36:47,"Saya kasih 5 bintang, awalnya banyak menemui kendala, Tapi setelah perbarui dan melengkapi profil akun aplikasi mobilenya semua baik-baik saja. Terima kasih atas pelayanannya. Semoga dapat membantu bagi saya juga pelanggan saya serta semua pelanggan dari PLN.","['kasih', 'bintang', 'menemui', 'kendala', 'perbarui', 'melengkapi', 'profil', 'akun', 'aplikasi', 'mobilenya', 'terima', 'kasih', 'pelayanannya', 'semoga', 'membantu', 'pelanggan', 'pelanggan', 'pln']",kasih bintang temu kendala baru lengkap profil akun aplikasi mobilenya terima kasih layan moga bantu langgan langgan pln
602,Rokia Waty,1,2022-05-24 11:16:43,"bohong ngibul banget, mana ada penanganan apa apa, boro boro di perbaiki petugasnya aja blm ada yg nongol. aplikasi ngasal 👎👎👎baru ini bertemu aplikasi yg asal asalan kayak game aja realnya ga ada. cuma jawaban dan status di aplikasi aja, penanganan gangguan nol besar.","['bohong', 'berbohong', 'banget', 'penanganan', 'boro', 'perbaiki', 'petugasnya', 'nongol', 'aplikasi', 'ngasal', 'bertemu', 'aplikasi', 'asalan', 'kayak', 'game', 'realnya', 'status', 'aplikasi', 'aja', 'penanganan', 'gangguan', 'nol']",bohong bohong banget tangan boro baik tugas nongol aplikasi ngasal temu aplikasi asal kayak game real status aplikasi aja tangan ganggu nol
603,Anjelia Salsabella,5,2022-05-24 11:12:42,"Saya mau cetak struk 3 bulan terakhir, tapi saat mau cetak disuruh perbaharui KTP dan NPWP. nah giliran sudah saya perbaiki data baru tidak bisa disimpan. ini bagaimana solusinya ya? saya sangat butuh sekali saat ini untuk keperluan masuk kuliah","['cetak', 'struk', 'cetak', 'disuruh', 'perbaharui', 'ktp', 'npwp', 'giliran', 'perbaiki', 'data', 'disimpan', 'solusinya', 'ya', 'butuh', 'keperluan', 'masuk', 'kuliah']",cetak struk cetak suruh baharu ktp npwp gilir baik data simpan solusi ya butuh perlu masuk kuliah
604,Kang Goeroe,5,2022-05-24 05:56:47,"Alhamdulillah, awalnya ragu untuk menggunakan aplikasi ini, ternyata mudah dan langsung terkoneksi, tambah daya jadi enggak ribet, enggak kurang dari dua hari langsung bisa, good job.... Jaya jaya jaya","['alhamdulillah', 'ragu', 'aplikasi', 'mudah', 'langsung', 'terkoneksi', 'daya', 'ribet', 'langsung', 'bagus', 'job', 'jaya']",alhamdulillah ragu aplikasi mudah langsung koneksi daya ribet langsung bagus job jaya
605,Cepi Supriatna,5,2022-05-24 01:03:52,Mantap... pelayanan nya cepat. tengah malam ada kendala Nomer Token yang dibeli selalu gagal di input. langsung bikin pengaduan dan langsung direspon cepat. ga butuh waktu lama masalah selesai. Terimakasih banyak....,"['mantap', 'pelayanan', 'nya', 'cepat', 'malam', 'kendala', 'nomor', 'token', 'dibeli', 'gagal', 'input', 'langsung', 'pengaduan', 'langsung', 'direspon', 'cepat', 'butuh', 'selesai', 'terima', 'kasih']",mantap layan nya cepat malam kendala nomor token beli gagal input langsung adu langsung direspon cepat butuh selesai terima kasih
606,Viola Bilqis,1,2022-05-24 00:24:27,"Layanan pengaduan nya tidak berguna, pemadaman listrik sampai 6 jam pada malam hari, saya sangat kesulitan, karena mempunyai anak bayi yang kepanasan, dan menangis terus-terusan. Kalo ada pemadaman kira-kira dong. Maximal 2 jam saja. Jangan se enak-enak nya aja padamin listrik nya, apk gak guna.","['layanan', 'pengaduan', 'nya', 'berguna', 'pemadaman', 'listrik', 'jam', 'malam', 'kesulitan', 'anak', 'bayi', 'kepanasan', 'menangis', 'terusan', 'pemadaman', 'maksimal', 'jam', 'enak', 'nya', 'padamin', 'listrik', 'nya', 'aplikasi']",layan adu nya guna madam listrik jam malam sulit anak bayi panas menang terus madam maksimal jam enak nya padamin listrik nya aplikasi
607,Susetyo Adhie,5,2022-05-23 20:25:46,"Coba upgrade akun berkali² blm berhasil, setelah foto id dan foto diri dg id selalu mentok dg perintah lengkapi profil anda terlebih dahulu pdhl profil sdh lengkap. Berkali² email ke cs katanya akun sdh diverifikasi coba di cek dan ttp blm bs. Gmn nih mau tambah daya via aplikasi ini gk bs² terbentur belum verifikasi akun UPDATE!!!! SETELAH DICEK OLEH CS PLN MOBILE TERNYATA AKUN SAYA TERDAFTAR DOBEL DAN SALING NUMPUK SKR SEMUA SELESAI. TINGGAL NUNGGU PROSES UPGRADE AKUN. MKSH PLN MOBILE","['coba', 'meningkatkan', 'akun', 'berkali', 'berhasil', 'foto', 'id', 'foto', 'id', 'mentok', 'perintah', 'lengkapi', 'profil', 'profil', 'lengkap', 'berkali', 'email', 'cs', 'akun', 'diverifikasi', 'coba', 'cek', 'bs', 'daya', 'via', 'aplikasi', 'bs', 'terbentur', 'verifikasi', 'akun', 'update', 'dicek', 'cs', 'pln', 'mobile', 'akun', 'terdaftar', 'dobel', 'bertumpuk', 'selesai', 'tinggal', 'menunggu', 'proses', 'meningkatkan', 'akun', 'terima', 'kasih', 'pln', 'mobile']",coba tingkat akun kali hasil foto id foto id mentok perintah lengkap profil profil lengkap kali email cs akun verifikasi coba cek bs daya via aplikasi bs bentur verifikasi akun update cek cs pln mobile akun daftar dobel tumpuk selesai tinggal tunggu proses tingkat akun terima kasih pln mobile
608,Efendi Sanjaya,5,2022-05-23 18:05:01,Pelayanan pln mubael bagus . Sedikit saya tambah kan untuk untuk menyimpan ID pelanggan kalau bisa di tambah lagi sekarang kan cuman 4 saja bisa menyimpan ID pelangan .,"['pelayanan', 'pln', 'mobile', 'bagus', 'menyimpan', 'id', 'pelanggan', 'menyimpan', 'id', 'pelangan']",layan pln mobile bagus simpan id langgan simpan id pelang
609,Arez 20,1,2022-05-23 16:35:17,Udah melakukan pembayaran untuk iconnet dari tgl 12 mei 2022. Tapi sampai pertanggal sekarang 23 mei 2022 belum ada tindakan... Mengajukan pengaduan di aplikasi tp selalu error...,"['pembayaran', 'iconnet', 'tanggal', 'mei', 'pertanggal', 'mei', 'tindakan', 'mengajukan', 'pengaduan', 'aplikasi', 'error']",bayar iconnet tanggal mei tanggal mei tindak aju adu aplikasi error
610,Sarmin M. Hidi,2,2022-05-23 16:25:59,"Aplikasinya saat mau cek status KTP nya untuk pemasangan baru kok ndak muncul yaa pemberitahuan subsidi atau bukan, biasanya muncul sekrang ngga ada,,,","['aplikasinya', 'cek', 'status', 'ktp', 'nya', 'pemasangan', 'indak', 'muncul', 'ya', 'pemberitahuan', 'subsidi', 'muncul']",aplikasi cek status ktp nya pasang indak muncul ya pemberitahuan subsidi muncul
611,Fa'ni Istaqori,5,2022-05-23 13:42:33,"Aplakasi sudah bagus, notifikasi kalau bisa selalu diingatkan apabila belum membayar dan mendekati tanggal 20, ""mohon diingatkan untuk membayar"".... Dan tambahkan pembayaran ""melalui DANA""... untuk mempermudah pembayaran listrik....","['aplikasi', 'bagus', 'pemberitahuan', 'membayar', 'mendekati', 'tanggal', 'mohon', 'membayar', 'tambahkan', 'pembayaran', 'dana', 'mempermudah', 'pembayaran', 'listrik']",aplikasi bagus pemberitahuan bayar dekat tanggal mohon bayar tambah bayar dana mudah bayar listrik
612,Ifa Adinda,5,2022-05-23 11:42:49,Terimakasih banyak dengan adanya aplikasi ini sangat membantu saya dalam menyelesaikan masalah karena token nggak bisa di isi gagal trus.. Dengan sigap PLN langsung datang kerumah saya,"['terima', 'kasih', 'aplikasi', 'membantu', 'menyelesaikan', 'token', 'isi', 'gagal', 'trus', 'sigap', 'pln', 'langsung', 'kerumah']",terima kasih aplikasi bantu selesai token isi gagal trus sigap pln langsung rumah
613,edo arisman,2,2022-05-22 21:33:42,"Iconnet,sinyal nya drop banget, Saya langganan yang 10mbps,tapi dapatnya cuma 0,89mbps... Saya kasih bintang 2 karena aplikasi ini baik nya cuma buat beli token listrik aja","['iconnet', 'sinyal', 'nya', 'drop', 'banget', 'langganan', 'mbps', 'dapatnya', 'mbps', 'kasih', 'bintang', 'aplikasi', 'nya', 'beli', 'token', 'listrik']",iconnet sinyal nya drop banget langgan mbps dapat mbps kasih bintang aplikasi nya beli token listrik
614,Fajri Junianto,4,2022-05-22 14:21:04,"sangat membantu. mungkin kalau ditambah daftar bank untuk pembelian token listrik, pasti jadi lebih mudah. Saya menggunakan Bank BSI, tapi yang tersedia baru Bank Mandiri.","['membantu', 'ditambah', 'daftar', 'bank', 'pembelian', 'token', 'listrik', 'mudah', 'bank', 'bsi', 'tersedia', 'bank', 'mandiri']",bantu tambah daftar bank beli token listrik mudah bank bsi sedia bank mandiri
