stemming_ulasan,label
aplikasi mudah konfirmasi kantor konfirmasi lunas tagih sambung arus listrik pikir aplikasi mudah sempurna,positif
min akun daftar log nomor hp log out log nomor hp masuk notifikasi nomor hp pakai mohon bantu min nomor hp pakai verifikasi data aplikasi pln mobile,netral
ya aplikasi mobile pln baru pilih adu data kosong ikut arah hapus cache isi form data kosong sub menu adu iya,negatif
baharu aplikasi adu data kosong muat ulang respon mohon tunjuk biar adu aplikasi,negatif
lapor listrik sulit kasih sih isi pulsa gagal pasti kwh nomor layan super ribet lapor tindak lanjut lapor lelah tulis tunggu antri banget proses sungguh kecewa,positif
aplikasi mutu marketplace pln saldo gopay potong seller terima pemberitahuan beli buk pemberitahuan layar putih doank komplain kali kali nelponin bilang keluh dtambahkan email kalo komplain selesai cek aja apa dselesaikan telepon ngabisin pulsa lgi slese chat jual bilang pemberitahuan masuk dproses iya tuhan aplikasi ddonwload mutu,positif
saran guna listrik pascabayar tolong tingkat fitur perihal tagih listrik tunggak akumulasi bulan gitu khawatir miskomunikasi aplikasi lapang serba digital terimakasih sukses,positif
bantu aplikasi repot kantor antri csnya responsif bagus luck pln mobile moga depan,netral
terima kasih aplikasi pln mobile bantu praktis nyaman respon cepat kalo ribu bintang ku klik terima kasih kerja sama,positif
sedia iconnet erorr jam hari tolong baik langgan iconnet kecewa error tagih bayar full terima kasih,negatif
bagus nih mantapp tingkat periksa token sisa kwh angka akurat pemberitahuan madam listrik,positif
aplikasi bagus transaksi pln sayang beli token listrik diinput manual tingkat beli token langsung tambah menginput token,netral
respon cepat aplikasi lapang beda mudah langgan adu terima kasih,positif
aplikasi pln mobile mudah adu kait listrik tugas fast respon tunggu konfirmasi dasar alam adu isi token gagal jam menit konfirmasi,netral
sulit pasang ribet katannya hindar makelar negara pasang susah,negatif
live chaat cs etik etik maksud kayak ya fungsi papan keyboardnya aplikasi buruk,netral
guna iconnet pakai kecewa jaring internet nya masalah adu laku telepon wa baik nya internet lampu merah modem x komplain baik tetangga pakai iconnet kecewa quick respon baik,negatif
error transaksi isi token tera cek pakai tera token habis pada isi bagus aplikasi baharu,netral
aplikasi jelek kali kali lapor pakai aplikasi gilir tengah aplikasi operator pln pusat nyuruh pakai aplikasi aplikasi jelek gin ganti kartu paket jaring g full,netral
akun masuk malahbalik menu masuk data bla terima kasih masuk penangananaplikasinya cepat,positif
aju listrik nya buat nidi slo sih ujang gatrik nidi tarik harga tt survey rumah slo nya nama beda tarik proses tt belit mah lapor polisi tuduh peras tipu sih tt nya tertib,positif
milik rumah tinggal jarang kesana kondisi token habis kali isi token lapor pln alhamdulillah respon cepat sebab langgan kondisi saran tolong bagus up saldo pln input kode kwh posisi kota kontrol bayar terima kasih,positif
aplikasi lambat banget apalg belanja market placenya sebenrnya kecewa csnya jg info lengkap hrs bolakbalik telepon atur main lebaran ceria hrsnya x telepon info g kasih akun x aju jd belanja marketplacenya g info jg npwp langgan pdhl bolakbalik sy komplain kait aplikasi promo lebaran ceria,negatif
sih lawak banget admin aplikasi terang adu selesai hasil nya lapor adu tanggap terang selesai tolong bijak bos tunggu jam,netral
layan pln aplikasi aplikasi sesuai layan lapang tim tugas baik sesuai nyata dalam aplikasi menit omong belaka pln kejar rating aplikasi nyala lapang,netral
hai pln tolong tingkat layan langgan pln kota probolinggo sungguh lambat komplain pln mobile layan dis jatim pln pusat sungguh kecewa rumah camat kanigaran frekuensi madam minggu x padam tahun tahun kendala tugas lapang,positif
aplikasi bagus saran menu adu tombol pilih ganggu selesai kala lapor ganggu tetangga kerabat bantu masa selesai barangkali menu tahu salam hebat,positif
aplikasi pln mobile upgrade kait menu adu estimasi kerja selesai kendala tugas lapang customer tunggu tugas lapang terkadang konfirmasi kadang kerja selesai cepat lelet jam listrik nyala pasti listrik nyala aplikasi tugas kait,positif
riwayat beli token cepat update beli tanggal mei baca tanggal mei isi rb token pemberitahuan aplikasi token habis tolong baik hak konsumen,positif
pemberitahuan token stok token dipemberitahuan bilang habis habis isi token notifikasi ubah bilang habis mhn baik sistem aplukasinya,netral
layan contact centrenya buruk via whatsapp komplain kali whatsapl ig email keluh jaring iconnet lelet kbtulan pakai mbps speedtest mbps downloadnya unggah mbps kali email tugas krumah mengcek moga perhati keluh sy email whatsapp mempan kasih bintang buruk layan,negatif
nya bingung nya coba moga cepat respon ganggu listrik,netral
token rusak isi token kena hubung pln token sisa input nomor gagal trs tertetara tulis periksa bilang isi ribetnya ampun kena hubungin pln tolong tukar,negatif
aplikasi mudah tugas becus iya korbanin pulsa telepon adu selesai adu cek status adu selesai selesai meter mati,negatif
alam bayar token via bank bumn stgh jam nomor tokennya battery hp habis beli token listrik marketplace langsung nomor tokenny sungguh bingung langsung beli aplikasi official profesional kaya bumn,positif
komplain responnya cepat tanggap komplain apa via aplikasi mobile pln tanggal tanggal komplain terima kasih pln,positif
adu aplikasi worth it pasti tugas tunggu jam respon tugas aplikasi kecewa sih tolong adu diprioritasin listrik rumah mati pasti tugas adu kode periksa malam ngerepotin hambat butuh,negatif
bantu fast respon mudah ecek tagih listrik mudah adu ganggu tugas ready tingkat kualitas layan baik nyaman masyarakat,netral
baru aplikasi baru sulit login masuk nomor hp login data lengkap data nama email nya aplikasi tempel hp masuk nomor hp log,negatif
aplikasi manfaat layan bagus respon adu cepat selesai muas terimakasih,positif
bagus menu live chat cs keyboard tulis cs tulis pesan batas habis kali kali coba hari aplikasi terupdate akun verified,netral
login kali kali otp x hasil yasudah tutup eh buka aplikasi iya tau otomatis login yasudahlah,positif
aplikasi lelet loadingnya hape bagus jaring wifi provider pengaruh lelet aplikasi,negatif
aplikasi bantu layan tambah daya proses kendala minor saran menu pindah meter listrik bantu kurang kantor unit layan terima kasih,negatif
fitur marketplace baru komunikasi buyer seller via wa nya customer service marketplace buyer sulit pesan barang kirim buyer komunikasi via whatsapp seller nya antara komunikasi customer service pesan kirim marketplace rekening mana paket uang buyer nya terima kasih,netral
aplikasi live chat pemberitahuan menit tunggu antre hubung pemberitahuan balon suara tinggal pesan dibales jam sia,netral
aplikasi bantu lapor lampu padam sesuai aplikasi lapor listrik nyala realitanya x lapor online x adu by phone listrik nyala aplikasi nyala ngejar indikator mutu cepat tangan lapor langgan data nyata sesuai realita,negatif
guna langgan pakai metode digital saran aplikasi pering sulit mula type hp bawah standar alias tuku hp spek rendah batas kantong kalang masayarakat tengah,negatif
aplikasi sesuai bayar aplikasi fast respon anda diskon beli aplikasi pln penguna,netral
aplikasi bantu kemarin mangadukan token gagal isi jam pln hubung langsung rumah terima kasih respon cepat depan moga pln unggul layan terima kasih pln,positif
pln mobile fungsi keluh diklic tampil data kosong laku perintah pln hasil gak buka,negatif
bingung adu padam listrik mana search google ketemu aplikasi langsung daftar akun adu alhasil responnya cepat tangan sigap aplikasi bagus moga depan kecewa terima kasih pln mobile,positif
thank you layan aplikasi bantu nang cepat tunggu bagus job moga maju,positif
adu pilih tetangga padam klik tulis data kosong muat ulang lapor aplikasi tp susah coba uninstal instal,negatif
kasih bintang temu kendala baru lengkap profil akun aplikasi mobilenya terima kasih layan moga bantu langgan langgan pln,netral
bohong bohong banget tangan boro baik tugas nongol aplikasi ngasal temu aplikasi asal kayak game real status aplikasi aja tangan ganggu nol,netral
cetak struk cetak suruh baharu ktp npwp gilir baik data simpan solusi ya butuh perlu masuk kuliah,netral
alhamdulillah ragu aplikasi mudah langsung koneksi daya ribet langsung bagus job jaya,positif
mantap layan nya cepat malam kendala nomor token beli gagal input langsung adu langsung direspon cepat butuh selesai terima kasih,positif
layan adu nya guna madam listrik jam malam sulit anak bayi panas menang terus madam maksimal jam enak nya padamin listrik nya aplikasi,netral
coba tingkat akun kali hasil foto id foto id mentok perintah lengkap profil profil lengkap kali email cs akun verifikasi coba cek bs daya via aplikasi bs bentur verifikasi akun update cek cs pln mobile akun daftar dobel tumpuk selesai tinggal tunggu proses tingkat akun terima kasih pln mobile,positif
layan pln mobile bagus simpan id langgan simpan id pelang,netral
bayar iconnet tanggal mei tanggal mei tindak aju adu aplikasi error,netral
aplikasi cek status ktp nya pasang indak muncul ya pemberitahuan subsidi muncul,netral
aplikasi bagus pemberitahuan bayar dekat tanggal mohon bayar tambah bayar dana mudah bayar listrik,netral
terima kasih aplikasi bantu selesai token isi gagal trus sigap pln langsung rumah,positif
iconnet sinyal nya drop banget langgan mbps dapat mbps kasih bintang aplikasi nya beli token listrik,netral
bantu tambah daftar bank beli token listrik mudah bank bsi sedia bank mandiri,positif
layan iconnet nya buruk kembali dana kirim instagram lapor kali proses eh alas kirim data formulir buruk banget layan iconnet nya kapai sih mana mah pasang iya bayar daftar bayar cek lokasi lokasi teknisi nya bilang jaring nya full suruh kembali dana haloo pln,netral
telfon email aplikasi ditelfon adu menit durasi email dibales aplikasi ngelag batas tentu habis niat sih bingung,negatif
lapor tetangga padam tulis data bolak lapor telepon arah nyaman nya pakai aplikasi,positif
percaya layan pln kunjung operasional adu layan pln telepon adu google play layan coba marketplace pln promo daya marketplacenya baik sisi akses tampil produk lambat moga umkm partisipasi jual produk marketplace pln pln fokus layan utama,netral
sukses install ulang solusi install ulang update versi baru stabil fungsi history nya mantap,positif
verifikasi chat customer service terang service error kolom chat muncul cs muncul layar tolong tanggap coba kali kali,netral
malam lampu padam tetangga padam lewat aplikasi klik adu respon cepat langsung telepon kerja lokasi terima kasih,netral
adu kait token isi tulis periksa kwh komplain logout aplikasi ambil foto meter mohon solusi sisa token habis,netral
aplikasi baru baru usaha aplikasi blokir pln jual listrik jual baru aplikasi paksa bintang turun lapor rusa timbul sambung tiang rumah ngepong karat listrik mati alas baru aplikasi,netral
bantu terima kasih pln mobile tugas x aju keluh muncul tulis periksa alhamdulilah responnya cepat hitung menit pokok the best,positif
aplikasi bagus tolong layan halo pln free mudah layan jaring listrik kendala padam,negatif
metode bayar flexible pakai e wallet pakai transaksi atas jt pilhan va bank mohon banyak pilih bayar terima kasih,netral
iklan mini market pasang wifi gue pesan puasa pemberitahuan pasang kali pasang wifi eh pemberitahuan gak sopan nya hilang aja data kirim bener bohong publik lu gak iklan facebook lu ujung respon kesel kirim data eh pemberitahuan,positif
mudah pasti download adu cepat atas via online baca pln indonesia pln mobile layan kualitas jaga cepat terima kasih,positif
aju kantor pln kab pacitan ubah tarif rumah sosial nomor mohon kantor cek pln mobile cek pln mobile nomor mohon lapang sesuai aplikasi,positif
bintang ya pakai aplikasi guna pascabayar coba bayar tagih cashback diskon janji tuh rincian tagih biar muncul tagih segitu darimananya,netral
aplikasi nya respon cepat tugas lapang mudah mudah jadi pho kemarin langgan terima kasih,positif
pilih bayar migrasi daya rumit rek bank mini market shopee pay orang mudah bayar,negatif
daya suruh tingkat akun x tolak tingkat akun x nya aplikasi tingkat butuh xjam tingkat tanggal mei mei respon aplikasi sebal,netral
aplikasi bagus keluh langsung hubung cs nya mudah mudah depan teknisi cepat lapang iya,positif
aplikasi manfaat bilamana unit posko pln mobile mana guna bantu masyarakat aplikasi orang masyarakat guna aplikasi bagus manfaat kerja pln layan orang guna posko pln mobile unit daerah kelola badan usaha masyarakat pln,netral
bagus aplikasi langsung cepat respon beda telepon cabang nya angkat nya semenjak telepon pusat nya langsung beritahu pln mobile adu terima kasih pln responnya,positif
puas beli token pln mobile lumayan miring harga beli terang transaksi lunas nomor token transaksi mobile banking biar uang ya biar kecewa tdk ragu pakai aplikasi pln mobile,netral
aplikasi bagus respon cepat terkadang forum adu muat ulang data kosong,positif
mohon sambung sulit nya ampun pake buka situs sih ujang susah banget akun sih ujang nya tolong daftar sambung gampang gk ribet kerja laen pln ya pln aja,netral
bayar cek tagih beli token mudah banyak diskon kupon potong langsung bayar biar tarik aplikasi,netral
aplikasi menu kemarin kendala sih set lokasi sesuai moga depa akurat selesai terima kasih tangan admin,positif
aplikasi lambat up daya singgah lot hp ram nokia jaman,negatif
parah pasang wifi banget bilang estimasi maksimal kerja dipasangang tolong tingkat pelayananya,positif
aplikasi bagus bantu tangan super cepat pokok bantu ganggu listrik kantor pln aplikasi mobile dap at atas cepat respon pusat cepat terima kasih pln mobile,positif
adu madam listrik desa fitur adu ekspetasi baik jam mati lampu menit tugas telepon baik listrik nyala respon tugas cepat ramah oiya wilayah jabar timur,positif
aju layan pasang bingung pas klik pasang perintah masuk nomor agenda erti terima kasih tolong jelas,negatif
isi token saldo potong nomor stroom beli hasil parah banget aplikasi ragu pakai aplikasi buat bumn profesional kontak adu pajang auto unistal aplikasi mikir isi token listrik aplikasi kali,positif
bagus madam ganggu notifikasi buka aplikasi lambat telepon seluler buka aplikasi lancar,negatif
baik systemnya proses lapor madam aplikasi menit submit langsung pemberitahuan madam selesai nyala konfirmasi tugas nya main finish aja coba bantu sync realtime nya iya min tugas inisiatif telepon customer cs nya emm semangat tim cs nya ya moga,netral
bagus aplikasi biyasa bantu indonesia dg kestemer butuh informasi butuh pln,netral
menu adu pilih jenis ganggu muncul muat ulang adu,netral
aplikasi pln mobile aju adu min semenjak baru versi baru gitu salah aplikasi nya sistem nya min mohon solusi min,negatif
bayar tagih listrik aplikasi alami gagal bayar saldo bank potong aplikasi pln mobile bayar tanggap cs dana kembali max,netral
live chat agent pln komplain sambung agent ngechat sambung ngechat sengaja biar komplain meter listrik ganti meter listrik bayar kali lipat adu bilang nya muternya lambat cepat sengaja gmn ganti meter konfirmasi langsung ganti sop nya surat ganti meter,positif
aplikasi bantu lapor ganggu klik adu langsung tanggap tugas butuh sesuai jarak tugas pln utama selamat tugas,netral
kecewa berat kualitas jaring iconnet ganggu kota padangsidimpuan tolong kualitas jaring baik,negatif
data pakai sesuai pakai dikit bilang toke bilang habis tolong baik,netral
adu dana kembali dana nya ribet baik jaring internet iconnet rekrut teknisi biar orang nasib,netral
terima kasih pln aplikasi mobile pln aplikasi bantu atas listrik rumah adu langsung respon cepat pln fitur bantu terima kasih pln,positif
ganggu internet sulit komplain internet nya pakai ftp pakai ip man lebih bagus streaming,negatif
masuk ka klo alangkah baik kalo beli token aplikasi otomatis langsung masuk listrik ka jd input manual jd kalo kota isi token aplikasi otomatis langsung masuk input manual ka kaya isi pulsa aplikasi operator my telkomsel ka terima kasih,positif
sih call center nya gerak cepat banget langsung tindak keluh langgan sebener nya bayar tagih pln kena biaya admin mohon maaf bintang nya baru bayar akumulatif terima kasih pln mobile,positif
menu adu klik klik tetangga padam lai keluar muat ulang data kosong ganti fitur lapor isi token listrik padam fitur trs baru copot aplikasi instal lgi hapus chace muat ulang muncul kalo klik adu,negatif
kecewa data aplikasi ubah nya halo pln aplikasi ganti orang login aplikasi ubah data kecewa jamin konfirmasi kemarin,netral
aplikasi bagus masuk tolong menu riwayat guna mohon serta menu unduh riwayat guna excell pdf guna pantau pakai listrik jangka,netral
mantap cepat tanggap langsung telepon tugas alhamdulillah respon iya cepat gelap gelap malam tengkyu bagus job pln,positif
kecewa beli barang menu marketples kali tran saksi bayar barang kirim vocer daya nama rugi,negatif
selamat siang pln tolong aplikasi update transaksi token lapor telat ngecheck via website user frindly maaf,negatif
bagus manfaat tolong tambah detail bayar nya unduh resi bayar tanggal bayar nya terima kasih moga direspon maju lengkap fitur aplikasi,positif
cepat merespon adu panggil bayar sulit kendala pulsa aplikasi pln mobile sulit buka telepon seluler ram gb,negatif
suka banget pln mobile fitur nya bantu fitur penggaduan iya respon cepat langsung ngarahin tim tindak lanjut madam lampu adu madam lampu jam pagi cs langsung gerakin tim nya tindak lanjut tunggu menit pagi lampu nyala alhmdulilah,positif
bantu banget cepat layan nya desa catur tamban coba deh kwh meter nya error unduh aplikasi langsung aju adu deh telepon seluler dering baik langsung on proses terima kasih pln kapuas terima kasih tugas anjing,positif
aplikasi nya bagus ringkas cepat mudah paham cetak invoice struk mohon tunjuk cetak struk invoice,positif
mantap aplikasi bantu banget selesai listrik direspon cepat arah mudah paham terima kasih moga layan baik puas,positif
lambat berat halaman tampil cepat baik gan,positif
aplikasi langsung alat daftar pasang libat timbul lempar tanggung lemah indikasi kkn form daftar nama keliru ya,negatif
sulit simpel terima tingkat akun data pribadi kirim cepat proses kasihan orang butuh pln ditindaklanjuti,positif
bagus tolong bagi riwayat guna lihat riwayat kece jarang orang pln suka jahil cari gara langgan bayar,negatif
coba logout login temu kacau aplikasi bayar beli voucher catat bayar lg mohon migrasi juntrung hadeuh gimana pln hire programmer kompeten mohon maaf terima kasih,positif
bantu selesai keluh langgan saran adu ganggu keluh selesai aplikasi selesa langgan pantau bikin lapor ulang,netral
pasang iconnet hubung koneksi internetnya teknisi internetnya bilang coba langsung pergi informasi layan teknisi iconnet muas hubung cs respon tolong tindak lanjut bayar biaya pasang wifi iconnetnya pasang internetnya teknisi uang k jasa pasang,netral
oke review kemarin lambat alias loadingnya coba ikut instruksi lumayan kurang lot loadingnya cepat transaksi marketplace terima kasih iya,positif
alhamdulillah aplikasi bantu listrik pln bayar tagih adu ganggu,netral
adu sulit banget aplikasi bantu unggah foto pulang laman langkah boro langkah pulang,negatif
mantap layan adu ganggu pln cepat respon nya aplikasi pln mobile fitur akses,positif
selfie ktp akun rekening bank bank aman data nasabah tolong tinjau syarat foto ktp selfie tsb terima kasih,netral
bagus lapor adu lacak app tangan langsung konfirmasi kait laksana teknis lapang kali tugas teknis lapang sambung kabel klem langsung kupas kabel lilit kabel sambung alas kuat sesuai sop pln mohon ditindaklanjuti,positif
baru menu adu dgunakan klik data kosong kwh meter langgan isi pulsa baca periksa baru lancar aja,negatif
manfaat mudah cek nominal bayar mini market jaya pln iya,positif
adu mati listrik bilang benerin kelar malam mulu sulit adu daftar listrik mati,netral
aktivasi saldo server nya pulsa sms otp nya kali kali coba wae,netral
repot selesai guna bodoh erti maksud tuju konfirmasi fb apk selesai,netral
bintang aja sih pakai aplikasi foto meter pln yg angka meter dimasukin isi aplikasi jebak salah isi disamain foto meter alhasil tagih listrik akumulasi bln daya mah rempah peyek bayar tagih bln bayar kemarin abudemen mbak,netral
bagus layan adu maksimal interaksi langsung keluh proses layan langsung selesai,positif
tolong informasi bayar nontaglis pasang bayar via va gagal daftar via pln mobile tanggal mei kendala dalam sistem bayar mohon informasi,netral
listrik ganti pasca bayar pra bayar kali kali adu tulis periksa meter isi pulsa maungisi pulsa adu sikasih templer tolong dipeebaiki peringatannpulsa habis bunyi mohon kirim templer baik jaring kerepot isi pulsa terimakasih,netral
tingkat verivikasi data tp ya tolong bantu kerja nya ya,netral
fitur sedia aplikasi bantu utama fitur adu cepat bantu lapor adu biaya pulsa telepon operator depan harap fitur fiturnya baharu sesuai butuh langgan,positif
terima kasih pln solusi layan lokasi aplikasi nya settingan gps nya,netral
tampil tagih iconnet menu iconnet status pesan pasang iconnet maret adu via email cs suruh baru pln mobile baru versi repot bayar tagih payment point alfamart indomaret bayar via va baca gagal ikut langkah invoice tagih lapor cc selesai cc respon,netral
alhamdulillah aplikasi mambantu briva transfer bayar mohon tingkat bsi,netral
aplikasi bagus mudah langsung erti guna nya tugas respon kerja nya cepat,positif
aplikasi error adu pungsi butuh adminnya mana sih bik urus model larut larut yg aplikasi bagus masalah yg pulsa habis hubung call center,netral
layan cs nya belit kasih mnt fitur etik baik,netral
aplikasi error daya lunas biaya bulan submit alert lunas piutang wajib live chat pakai etik pesan,netral
menu notifikasi fitur guna tanda pemberitahuan baca klik,netral
fitur isi muat ulang baru aplikasi fungsi aplikasi manfaat banget baru buka fitur muat ulang,netral
sulit daftar masuk nomor id pasang instalasi ribet langgan mudah ujung nya uang nama izin pintu,netral
maaf kasih bintang informasi print ulang beli token listrik time improve aplikasi mudah guna,netral
coba isi token aplikasi pln mobile bayar via baca virtual account ya minggu kendala tolong cerah min,netral
pln mobile bantu layan cepat tugas cepat tangan alami langgan terimakasih layan moga sukses bangun indonesia,positif
nomor hp ubah activate klik isi pin muncul tulis email already registered another user akun pln verifikasi isi saldo sih rugi aplikasi sulit,netral
aplikasi pasang listrik cma henti tahap pilih pasang iml pilih menu lanjut ny full service aplikasi,netral
layan aplikasi kembang adu sempurna ecek nomor adu hasil anggap selesai selesai kontak jelas adu moga baik madam listrik celaka malam,positif
adu ya muncul halaman kosong ulang kasih adu adu update bagus terima kasih,negatif
aplikasi update buka masuk nomor hp salah gmail ketik gmail salah daftar tolong baik aplikasi jelek jd kasih bintang,negatif
guna setia pln mobile pasang tambahdaya pesta kali fitur marketplace baik fitur ulas beli lacak kirim batal pesan barusan order barang barang kirim kode voucernya dalam pemberitahuan email detail order mohon tindak biar pln mobille bagus,positif
baru baru beli token pln mobile apk sulit proses nomor va valid lancar va dam beli token error nya bayar va nya mohon baik depan,positif
unduh aplikasi pln mobile login adu kantor pln bilang adu aplikasi aplikasi nya buka adu mana tolong solusi rumah padam,negatif
daftar masuk nomor hp jawab sistem sibuk coba skrang system nya sibuk sibuk woi,netral
butuh registrasi masuk id langgan kali buka aplikasi tagih kwh riwayat tagih indihome enak,netral
enak lancar kadang ganggu moga pln jaya pasang moga material lengkap,positif
bagus mudah konsumen pln baik beli pulsa bayar pakai briva langsung arah aplikasi brimo aplikasi,netral
saran points aplikasi undi jadi rupiah pln rugi poin rupiah langgan langgan poin dapat dalam bayar tagih moga tanggap,netral
parah jelek bgt profesional aplikasi layan buruk transfer belanja marketplace transfer hasil aplikasi bayar gagal detail transaksi akses bukti parah,positif
bantu ganggu listrik rumah repot cari tukang listrik tinggal kirim adu aplikasi tugas hubung langsung inti langgan mudah rekomen pokok,negatif
harap aplikasi aplikasi buat negeri kayak gimana eh lebih ekspetasi layan adu fungsi cepat respon terima kasih,positif
aplikasi bagus saran sinkron meter aplikasi meter mati token listrik pemberitahuan khusus alam listrik turunin orang iseng token aman minggu rusa jaring listrik coba on posisi aman turun musim mudik pantau aplikasi listrik rumah toko iseng rugi terima kasih,positif
jam gelap lantar saat isi nomor token catat gagal meter aplikasi pln mobile atas cepat mudah terima kasih layan responsif pln mobile harap moga layan atas kendala langgan jalan lancar oh ya bpk wehelmus undi pln mobile mohon info ya,positif
bantu tp mohon layan baik lapor baik selesai jam listrik nyala lapor telepon tugas larang lapor kali kali pdhl tau lapor nyala iya lapor baik selesai tulis sebab salah paham,netral
kecewa banget ikut prosedur program daya belanja market place jual pln muas rugi barang dana tanggung pln,negatif
kasih bintang kecewa aplikasi baru menu adu meter listrik akses data kosong,negatif
pasang wifi nya tele tele bgt bayar indak tunggu kerja d pasang wifi nya gilir pasang hubung cs nya d bilang bayar kena kliring indak tunggu kerja nya pemberitahuan kalo bayar kena kliring parah iconnet hati iya,netral
aplikasi lambat transfer via virtual account terima bank hasil paksa transfer kali,negatif
aplikasi bantu aplikasi bingung daftar internet iconnet rumah layan terimah kasih pln mobile,negatif
aplikasi mentah verifikasi jam pasang pln sulit boros pulsa aplikasi lambat respon sulit pln milik negara layan telepon bebas pulsa keluar aplikasi orang telepon mahal aplikasi layak pasang adu ganggu respon ribet,negatif
atas barang terima moga pln mobile marketplace tingkat fungsi aplikasi layan terima kasih,netral
tambah realtime peta jadi listrik padam maintenance baik tunggu listrik nyala sebal kerja gantung listrik rugi oleh listrik padam,negatif
aplikasi jelek huni nya kits kirim pesan balas pelajayana pln nya buruk sdh lapor listrik rumah padam suruh tunggu tp teknisi pln ampunn,negatif
pln mobile bantu mudah lapor keluh ganggu terimakasih aplikasi bagus,netral
aplikasi bantu kece tagih kurang nih ya dech dlm jangka baru ulang,netral
aplikasi bantu informasi madam moga pln mobile kembang maju terima kasih mas teknisi responya cepat,positif
tingkat full service direpson admin cepat migrasi menu aplikasi bagus layan perlu langgan tambah fitur lai gerai daya migrasi prabayar layan selesai cepat terima kasih pln hebat,positif
unduh aplikasi nomor hp email ubah ya aman aplikasi nya cek profil ubah pemberitahuan email jg jd hapus aplikasi keri bener,netral
mantap aplikasi praktis fiturnya mudah lapor telepon hemat pulsa,positif
bantu informasi madam listrik kait listrik ubah daya pasang lapor ganggu beli token listrik terima kasih pln mobile,netral
aplikasi mudah kantor pln aplikasi tugas cepat tanggap terima kasih pln moga depan sukses,positif
bantu syekalee aplikasi pln mobile bantu adu listrik mudah jaring internet bagus job,netral
aplikasi bantu informasi madam tagih listrik pasang data adu,netral
terima kasih pln luncur aplikasi pln mobile mudah perlu bidang listrik moga depan nya tingkat perform nya aplikasi nya,netral
bintang coba aplikasi integrasi linkaja ku aktif balas nomer daftar sila masuk nomor tim suport tinggal koneksi linkaja nomor pakai nomor kondisi pln mobile great servis,netral
aplikasi positif bantu mudah layan konsumen usul tanggal catat meter tambah minggu ahir biar lewat tglnya makasih,netral
pakai pln mobile infomatif banget tracking rumah padam fitur swacamnya mantap praktis tinggal foto angka stand kwh meter kirim deh ecek estimasi tagih,positif
terima kasih tugas pln pondok gede tangan ganggu respon cepat tugas ramah mohon maaf sebab ulang karna lapor lokasi lapor cantum nomor langgan cantum nomor,positif
fitur aplikasi bantu langgan adu lacak riwayat progressnya moga kembang,netral
bermamfaat harap fitur saldo bagus up aplikasi otomatis bertraksaksi terima kasih pln,positif
aplikasi bantu langgan calon langgan fitur sedia lengkap mudah akses moga depan kembang fitur tambah,positif
kembali dana iconnect respon salah customer area coveragenya baik area pusat tulis tercover rugi langgan kembali dana cair,netral
tolong kali mohon email kosong alami mohon pasang sy mohon langgan pakai email sy mohon langgan,positif
maaf pln unduh aju tambah daya aplikasi tingkat akun tingkat foto ktp foto selfie ktp hasil akun rubah nomor telepon buat pasang bantu solusi akun salah perhati ucap terima kasih,netral
permisi kirim adu iconnect aplikasi pln mobile ya tulis salah data oleh v koneksi lancar aja mohon baik ya terima kasih android marsmallow,netral
verifikasi foto sulit banget kualitas foto asli aplikasi berebeda ikut tunjuk clearen playstore nya jaring kondisi lancar,negatif
instalasi pasang suka error muncul tulis kwh periksa isi pulsa listrik mohon baik sistem instalasi terima kasih,netral
aplikasi bantu mudah langgan pln milik giat mobil aplikasi kait produk pln mudah,netral
rakyat indonesia terima kasih banyak pln jaga pasok energi listrik negeri aplikasi pln mobile bantu mudah layan perlu listrik pln baik thankss,netral
pakai aplikasi mudah sulit gk lapis masyarakat paham internet wajib daftar via pln mobile kecewa aplikasi subsidi aneh lunas pemberitahuan nik pakai alamat sesuai ktp helloo daftar pemberitahuannya biar repot bayar ujung ujung tolak uang kembali aplikasi manual mudah,negatif
terima kasih pln mobile bantu depan harap respon cepat tanggap iya bantu daerah pencil,positif
batu tp coba belanja marketplace pln mobile udah barang kirim kirim ga fitur pesan nya promosi terima kasih,netral
senang puas aplikasi bantu langgan pln fitur aplikasi mudah paham,positif
saran sistem aman tingkat kemarin email pemberitahuan nomor telepon daftar pln mobile ganti nomor nomor ganti,netral
baru beri rating layan bangun reformasi layan pln khusus nya teknis rayon respond ganggu,positif
aplikasi mantab gampang beli token listrik serius kena biaya admin lho beli mbanking kena admin minimal aplikasi gratis tis coba kali isi ulang token kali perak uang hilang beli pulsa listrik m bangking ayo isi token aplikasi pln mobile,positif
aplikasi pln mobale mudah aplikasi ya mudah erti trimakasi pln mobile pln jaya slalu,positif
aplikasi lambat banget responnya adu ganggu belit belit banget kasih solusi ujung ujung telepon deh pusat centernya hadeewh kecewa mohon tingkat layan adu ganggu via aplikasi via call centernya terimakasih,negatif
ambil foto kendala tulis periksa home mohon baik ulang,netral
aplikasi bantu masalah urus jaring listrik rumah tinggal sentuh layar handphone tugas repot telpon tara aplikasi ojek online masyarakat terobos keren pln,netral
bantu langgan aplikasi pln mobile moga aplikasi mudah komunikasi sukses pln,positif
min daya ingat selesai mohon mohon aktivasi akun mohon bantu min,netral
maret aplikasi lambat ya respon nya operasi aplikasi nya lambat loading nya moga apikasi pln mobile,negatif
