,nama_user,rating,waktu,ulasan,preprocessing
507,USMAN BANGUN,5,2022-06-03 08:01:17,Sangat mudah pengoperasiannya dan tampilannya juga Now Banget. Melihat informasi tagihan setelah melakukan swa cam. Sangat membantu dalam cash management saya.,sangat mudah pengoperasiannya dan tampilannya juga now banget. melihat informasi tagihan setelah melakukan swa cam. sangat membantu dalam cash management saya.
508,Kristina Sima,5,2022-06-03 07:58:28,"Sangat bermanfaat karena jika beli token tidak ada biaya admin, trus klo ada gangguan bisa langsung lapor diaplikasi tsb, n sangat cepat layanannya n hasil laporan bisa kita lihat di aplikasi. Bisa melihat kapan token kita habis n sgt akurat, melihat tagihan kita, sehingga bs mengontrol kwh kita krn bisa input byk no kwh. Pokoknya mantap deh...","sangat bermanfaat karena jika beli token tidak ada biaya admin, trus klo ada gangguan bisa langsung lapor diaplikasi tsb, n sangat cepat layanannya n hasil laporan bisa kita lihat di aplikasi. bisa melihat kapan token kita habis n sgt akurat, melihat tagihan kita, sehingga bs mengontrol kwh kita krn bisa input byk no kwh. pokoknya mantap deh..."
509,Su Marna,5,2022-06-03 07:50:56,"Sangat membantu percepatan pembayaran, agar diberikan reward pemotongan biaya admin untuk pembayaran atau pembelian berturut turut secara langsung , jangan kalah dengan aplikasi lain , the best All In One on aplication mobile","sangat membantu percepatan pembayaran, agar diberikan reward pemotongan biaya admin untuk pembayaran atau pembelian berturut turut secara langsung , jangan kalah dengan aplikasi lain , the best all in one on aplication mobile"
510,Hendra Noverianto,5,2022-06-03 07:38:27,"Aplikasi PLN mobile skrg makin berkembang dr yang lalu, mantap, sdikit masukkn u/ pemberitahuan soal pemadaman yg trjdi d daerah yg trdmpak, jika daerah trsebut sudah pulih/menyala tolong pemberitahuanx d rubah, soalx kami tdk bs buat laporan pengaduan gangguan jika masih ad notifikasi pemadaman","aplikasi pln mobile skrg makin berkembang dr yang lalu, mantap, sdikit masukkn u/ pemberitahuan soal pemadaman yg trjdi d daerah yg trdmpak, jika daerah trsebut sudah pulih/menyala tolong pemberitahuanx d rubah, soalx kami tdk bs buat laporan pengaduan gangguan jika masih ad notifikasi pemadaman"
511,dani wijaya,5,2022-06-03 07:37:04,"Aplikasi ini sangat membantu sekali... Bisa laporan gangguan, pemasangan listrik baru, mau menaikkan daya dll... Masih banyak lagi.. Semoga selalu memberikan pelayanan listrik yg maksimal👍","aplikasi ini sangat membantu sekali... bisa laporan gangguan, pemasangan listrik baru, mau menaikkan daya dll... masih banyak lagi.. semoga selalu memberikan pelayanan listrik yg maksimal👍"
512,Wilhelmus Hatsarmawit Obe Koroh,5,2022-06-03 07:33:43,"Mantap, semakin mempermudah saat melaporkan gangguan. Akan lebih baik jika bisa topup saldo.","mantap, semakin mempermudah saat melaporkan gangguan. akan lebih baik jika bisa topup saldo."
513,Danan Januar,5,2022-06-03 07:32:24,"Aplikasi semakin bagus dan sudah tersedia dompet digital, semoga bisa bekerja sama dengan penyedia payment digital lainnya sehingga lebih luas penggunaanya. Tetbaik","aplikasi semakin bagus dan sudah tersedia dompet digital, semoga bisa bekerja sama dengan penyedia payment digital lainnya sehingga lebih luas penggunaanya. tetbaik"
514,Salmon Kareth,5,2022-06-03 07:21:22,"Dengan pln mobile semua makin mudah dan cepat proses,pengaduan gangguan ,pasang baru,tambah daya,bayar listrik dan lain- lain makin mudah.","dengan pln mobile semua makin mudah dan cepat proses,pengaduan gangguan ,pasang baru,tambah daya,bayar listrik dan lain- lain makin mudah."
515,bontos himawan,5,2022-06-03 07:19:24,"Alhamdulillah proses tambah daya, pasang baru, pengaduan gangguan semakin mudah. Ditambah promo2 semakin menarik.","alhamdulillah proses tambah daya, pasang baru, pengaduan gangguan semakin mudah. ditambah promo2 semakin menarik."
516,Resmin Deswandy,5,2022-06-03 07:14:02,"Dengan menggunakan pln mobile, saya dengan mudah bisa laporkan gangguan listrik. Saya juga bisa jual pulsa untuk tambahan pendapatan. Aplikasi PLN Mobile ini saya sangat senang sekali. Terima kasih PLN.","dengan menggunakan pln mobile, saya dengan mudah bisa laporkan gangguan listrik. saya juga bisa jual pulsa untuk tambahan pendapatan. aplikasi pln mobile ini saya sangat senang sekali. terima kasih pln."
517,rusli hartono,5,2022-06-03 06:49:45,"Aplikasi nya sangat bagus hanya masukkan saja ""untuk mengakses daftar riwayat permohonan tolong lengkapi dengan memasukkan nomor pelanggan atau nomer register juga karena kalau menggunakan nomor agenda sangat kesulitan""mohon segera diperbaiki dan buat PLN semoga jaya terus buat inovasi-inovasi terbarunya","aplikasi nya sangat bagus hanya masukkan saja ""untuk mengakses daftar riwayat permohonan tolong lengkapi dengan memasukkan nomor pelanggan atau nomer register juga karena kalau menggunakan nomor agenda sangat kesulitan""mohon segera diperbaiki dan buat pln semoga jaya terus buat inovasi-inovasi terbarunya"
518,Yudi Graha,5,2022-06-03 06:45:45,"Aplikasi yang bagus, semua layanan PLN dslam genggaman. Terus tingkatkan lagi min 🚀🚀🚀 Semoga aplikasinya terus berkembang utk mendorong kemajuan PLN 💪👍","aplikasi yang bagus, semua layanan pln dslam genggaman. terus tingkatkan lagi min 🚀🚀🚀 semoga aplikasinya terus berkembang utk mendorong kemajuan pln 💪👍"
519,Muh Irham,5,2022-06-03 06:39:41,"Aplikasi yg sngat sya banggakan tdk rumit dan mudah tp maaf semenjak adanya perubahan kami mau daftar P. Baru lewat aplikasi ini malah semakin ribet semenjak di terapkan hrs ada NIDI dan SLO dl br bisa daftar lewat Aplikasi PLN Mobile ini.... Mohon agar dicari solusinya agar kami merasa nyaman, mudah dan lebih percaya dgn perkembangan PLN ke depan. Terima kasih banyak...","aplikasi yg sngat sya banggakan tdk rumit dan mudah tp maaf semenjak adanya perubahan kami mau daftar p. baru lewat aplikasi ini malah semakin ribet semenjak di terapkan hrs ada nidi dan slo dl br bisa daftar lewat aplikasi pln mobile ini.... mohon agar dicari solusinya agar kami merasa nyaman, mudah dan lebih percaya dgn perkembangan pln ke depan. terima kasih banyak..."
520,Adi Ebet,1,2022-06-03 06:28:11,"Kalau menurut saya tidak membantu,karna saya melakukan perubahan daya kendalanya sama motode pembayaran,,dan saya hanya menggunankan bank BSI dan itu tidak tersedia,jadi untuk apa guna nua aplikasi ini gak lengkap gak bisa di pakai motode pembayaran nya harus nya bisa via transfer ke bank apa gitu ini malah kita yg di suruh bikin akun motode pembayaran terlalu ribet dan gak ada guna nya","kalau menurut saya tidak membantu,karna saya melakukan perubahan daya kendalanya sama motode pembayaran,,dan saya hanya menggunankan bank bsi dan itu tidak tersedia,jadi untuk apa guna nua aplikasi ini gak lengkap gak bisa di pakai motode pembayaran nya harus nya bisa via transfer ke bank apa gitu ini malah kita yg di suruh bikin akun motode pembayaran terlalu ribet dan gak ada guna nya"
521,Ebit Suryani,5,2022-06-03 06:27:49,"Aplikasi pln mobile adalah langkah maju pln dalam pelayanan, ada kemudahan, kecepatan dan riwayat tindakan. Perlu sosialisasi yang lebih mendalam dengan metode 1 pegawai 10 pengguna mendownload aplikasi","aplikasi pln mobile adalah langkah maju pln dalam pelayanan, ada kemudahan, kecepatan dan riwayat tindakan. perlu sosialisasi yang lebih mendalam dengan metode 1 pegawai 10 pengguna mendownload aplikasi"
522,Djond Hart Rahamis,5,2022-06-03 06:17:09,Bayar tagihan listrik&beli token ok. Permintaan pasang baru ubah daya penyàmbungan sementara ok. Catat metet sendiri ok. layana pengaduan ok..dan masih banyak lagi layanan lainnya yg mempermudah pelanggan Pln ...pln mobile terbaik 👍👍👍,bayar tagihan listrik&beli token ok. permintaan pasang baru ubah daya penyàmbungan sementara ok. catat metet sendiri ok. layana pengaduan ok..dan masih banyak lagi layanan lainnya yg mempermudah pelanggan pln ...pln mobile terbaik 👍👍👍
523,Nur Rina,5,2022-06-03 05:40:34,"PLN Mobile 1 aplikasi utk semua kebutuhan kelistrikan...Aplikasinya juga udah lancar skr, gk lemot lagi 😍 Wah skr juga ada menu marketplace donk..jadi bisa sekalian belanja deh lewat PLN Mobile👍","pln mobile 1 aplikasi utk semua kebutuhan kelistrikan...aplikasinya juga udah lancar skr, gk lemot lagi 😍 wah skr juga ada menu marketplace donk..jadi bisa sekalian belanja deh lewat pln mobile👍"
524,Sugiono Sukorame,5,2022-06-03 05:29:54,"PLN MOBILE MEMUDAHKAN LAYANAN, diantara. Layanan yg paling ditunggu masyarakat, apabila gangguan tdk harus kekantor PLN, tambah daya mudah, pembelian token juga bisa, pencatatan meter pribadi juga bisa, sinulasi Perubahan daya, dll Untuk masukan : Kami mohon dengan adanya aplikasi yg kita banggakan dan sangat kita andalkan ini teman-2 user yg menangani exsekusi dilapangan harus benar-2 konsisten dlm menjalaninya sesua target, yg digariskan sehingga bisa tercapai visi dan misi PLN","pln mobile memudahkan layanan, diantara. layanan yg paling ditunggu masyarakat, apabila gangguan tdk harus kekantor pln, tambah daya mudah, pembelian token juga bisa, pencatatan meter pribadi juga bisa, sinulasi perubahan daya, dll untuk masukan : kami mohon dengan adanya aplikasi yg kita banggakan dan sangat kita andalkan ini teman-2 user yg menangani exsekusi dilapangan harus benar-2 konsisten dlm menjalaninya sesua target, yg digariskan sehingga bisa tercapai visi dan misi pln"
525,Ibnu Muslim,5,2022-06-03 00:57:18,"Sangat Efektif, sebelum saya gunakan aplikasi ini. Listrik saya telah padam total 2 hari lalu. petugas listrik tidak ada kepastian perbaikan dan cendung dikenakan biaya mahal. dengan aplikasi pengaduan ini, kurang dari 2 jam Listrik saya telah menyala. trimkasih salam reformasi","sangat efektif, sebelum saya gunakan aplikasi ini. listrik saya telah padam total 2 hari lalu. petugas listrik tidak ada kepastian perbaikan dan cendung dikenakan biaya mahal. dengan aplikasi pengaduan ini, kurang dari 2 jam listrik saya telah menyala. trimkasih salam reformasi"
526,Bunda Eka,5,2022-06-02 23:36:54,"Keren nie aplikasi ..membantu banget ngelapor jika ada gangguan, apalagi musim hujan begini , sangat bermanfaat sekali, thx PLN👍","keren nie aplikasi ..membantu banget ngelapor jika ada gangguan, apalagi musim hujan begini , sangat bermanfaat sekali, thx pln👍"
527,kholiful hasbi,2,2022-06-02 22:29:18,"Aplikasinya masih banyak yang kosong layanannya. Saya kecewa, beli token melalui aplikasi ini. Niat hati lebih hemat Rp1000, ternyata prosesnya tidak cepat. Saya membayar tagihan beli token dengan BCA-VA. Setelah 15menit sejak berhasil bayar tagihan, namun dalam riwayat transaksi masih dalam status Menunggu Pembayaran.","aplikasinya masih banyak yang kosong layanannya. saya kecewa, beli token melalui aplikasi ini. niat hati lebih hemat rp1000, ternyata prosesnya tidak cepat. saya membayar tagihan beli token dengan bca-va. setelah 15menit sejak berhasil bayar tagihan, namun dalam riwayat transaksi masih dalam status menunggu pembayaran."
528,Bendotae Ae,4,2022-06-02 22:16:45,Ditingkatkan lg aplikasinya... Saya melakukan live chat dg cs menunggu lama sekali dan sudah dpt antrian malah tidak bisa mengetik karena pada saat mau ngetik gak ada keyboard muncul,ditingkatkan lg aplikasinya... saya melakukan live chat dg cs menunggu lama sekali dan sudah dpt antrian malah tidak bisa mengetik karena pada saat mau ngetik gak ada keyboard muncul
529,Afif Fachrul,1,2022-06-02 21:34:43,"Aplikasinya gak berguna untuk bagian pengaduan, selalu 2x laporan via pln mobile listrik masih mati. Padahal udah 3-4 jam menunggu . Giliran ditlp langsung baru gerak cepat. Percuma suruh download Aplikasi kl ujung""nya masih kudu tlp juga. Lagian aneh, diaplikasi kl laporan listrik padam. Responnya lama banget sekalinya direspon bilang udah nyala. Padahal masih mati. Gak sinkron banget antara kenyataan lapangan sama keterangan diaplikasi pln mobile.","aplikasinya gak berguna untuk bagian pengaduan, selalu 2x laporan via pln mobile listrik masih mati. padahal udah 3-4 jam menunggu . giliran ditlp langsung baru gerak cepat. percuma suruh download aplikasi kl ujung""nya masih kudu tlp juga. lagian aneh, diaplikasi kl laporan listrik padam. responnya lama banget sekalinya direspon bilang udah nyala. padahal masih mati. gak sinkron banget antara kenyataan lapangan sama keterangan diaplikasi pln mobile."
530,dyah pratiwi,5,2022-06-02 21:28:46,"dengan pln mobile, mau lapor catat meter, permohonan pasang baru dan tambah daya ato pengaduan gangguan jadi lbh cepat dan mudah","dengan pln mobile, mau lapor catat meter, permohonan pasang baru dan tambah daya ato pengaduan gangguan jadi lbh cepat dan mudah"
531,Hafidz Sutanto,5,2022-06-02 21:22:52,"Aplikasi ini sangat membantu sekali. Bisa untuk lapor gangguan, cek status laporan gangguan, daftar pasang baru, tambah daya, migrasi dari pasca bayar ke prabayar, dan lain sebagainya","aplikasi ini sangat membantu sekali. bisa untuk lapor gangguan, cek status laporan gangguan, daftar pasang baru, tambah daya, migrasi dari pasca bayar ke prabayar, dan lain sebagainya"
532,Bima Ari,1,2022-06-02 20:56:49,Untuk tagihan listrik ny kok sering error ya...awal awal bayar enak....tapi bulan berikut ny sering error..mohon segera di perbaiki 🙏,untuk tagihan listrik ny kok sering error ya...awal awal bayar enak....tapi bulan berikut ny sering error..mohon segera di perbaiki 🙏
533,Fauziah Ainni Sofian,1,2022-06-02 19:30:21,"Proses transaksinya lama, padahal sudah transfer tapi status masih menunggu pembayaran terus. Layanan pengaduan lewat chat tidak berfungsi. Lewat telepon dikenai pulsa yang lumayan besar. Status berhasil di aplikasi baru muncul setelah memasukkan tokennya. Jelek banget, diperbarui lagi fiturnya lah.","proses transaksinya lama, padahal sudah transfer tapi status masih menunggu pembayaran terus. layanan pengaduan lewat chat tidak berfungsi. lewat telepon dikenai pulsa yang lumayan besar. status berhasil di aplikasi baru muncul setelah memasukkan tokennya. jelek banget, diperbarui lagi fiturnya lah."
534,RIGO ADITRIAN PURNOMO,4,2022-06-02 17:20:48,"aplikasi sdh bagus, 1 kekurangan nya tdk bisa update data pelanggan, saya tidak bisa mengecek tagihan icconet, karena saat daftar icconet tidak melalui aplikasi PLN Mobile................. semoga kedepan update data pelanggan bisa dilakukan,,biar saat cek tagihan seperti listrik , internet cukup melalui aplikasi PLN Mobile..thanks","aplikasi sdh bagus, 1 kekurangan nya tdk bisa update data pelanggan, saya tidak bisa mengecek tagihan icconet, karena saat daftar icconet tidak melalui aplikasi pln mobile................. semoga kedepan update data pelanggan bisa dilakukan,,biar saat cek tagihan seperti listrik , internet cukup melalui aplikasi pln mobile..thanks"
535,Aris shopiyan,5,2022-06-02 16:55:46,"Aplikasi ini sangat bermanfaat,apa lagi waktu ada gangguan,saya berikan laporan dan tanggapan / respon dari petugas PLN nya sangat cepat.. Terima kasih","aplikasi ini sangat bermanfaat,apa lagi waktu ada gangguan,saya berikan laporan dan tanggapan / respon dari petugas pln nya sangat cepat.. terima kasih"
536,riana nana,1,2022-06-02 15:06:56,Aplikasi error' atau bagaimana sih ? Saya beli token listrik pembayaran sudah berhasil tapi masih menunggu pembayaran di aplikasi plnnya. Lalu token saya bagaimana nasib nya ?,aplikasi error' atau bagaimana sih ? saya beli token listrik pembayaran sudah berhasil tapi masih menunggu pembayaran di aplikasi plnnya. lalu token saya bagaimana nasib nya ?
537,Tri Nugroho Batubara,1,2022-06-02 14:01:45,"Update yang terbaru tidak bagus, tdk seperti versi sebelumnya. Versi sekarang jelek. Ketika saya beli token, pembayaran di bank sudah terkonfirmasi, namun dari PLN Mobile belum terkonfirmasi. Tolong diperhatikan dan diperbaiki secepatnya.","update yang terbaru tidak bagus, tdk seperti versi sebelumnya. versi sekarang jelek. ketika saya beli token, pembayaran di bank sudah terkonfirmasi, namun dari pln mobile belum terkonfirmasi. tolong diperhatikan dan diperbaiki secepatnya."
538,Rinrin Chan,5,2022-06-02 09:14:49,"Apk keren sangat memudahkan untuk melihat status ID listrik kita, dan lebih mudah dalam hal penyelesaian masalah terkait listrik khususnya saya yang minim ilmunya dan tinggal di kontrakan sebagai anak rantau bersama adik saya. Semoga Apk nya semakin baik dan jaya terus Indonesia ku ({})","apk keren sangat memudahkan untuk melihat status id listrik kita, dan lebih mudah dalam hal penyelesaian masalah terkait listrik khususnya saya yang minim ilmunya dan tinggal di kontrakan sebagai anak rantau bersama adik saya. semoga apk nya semakin baik dan jaya terus indonesia ku ({})"
539,ahmad ori,5,2022-06-01 22:55:24,"Untuk apk PLN mobile, agar dapat meningkatkan performance nya. Terima kasih atas respon cepat pengaduannya. Bintangnya jadi tambah 1. Terus pertahankan.","untuk apk pln mobile, agar dapat meningkatkan performance nya. terima kasih atas respon cepat pengaduannya. bintangnya jadi tambah 1. terus pertahankan."
540,Ayi kuswara,5,2022-06-01 18:16:13,"layanan untuk pengaduan hal padam listrik sangat responsif, cepat dan memuaskan, anda semua di pln layak dapet bintang 5","layanan untuk pengaduan hal padam listrik sangat responsif, cepat dan memuaskan, anda semua di pln layak dapet bintang 5"
541,graha bersama,3,2022-06-01 16:49:42,"Registrasi Data KTP ga bisa masuk, kanfirmasi loading terus, laporan ke website disuruh ke aplikasi, pakai aplikasi nya eroorr, kalau belum siap seharusnya jangan dilunching dulu, kesannya sengaja ga mau melayani.. miris.. dan pusing kalau lagi di buru deathline.. kasih bintang 3 aja.. maaf","registrasi data ktp ga bisa masuk, kanfirmasi loading terus, laporan ke website disuruh ke aplikasi, pakai aplikasi nya eroorr, kalau belum siap seharusnya jangan dilunching dulu, kesannya sengaja ga mau melayani.. miris.. dan pusing kalau lagi di buru deathline.. kasih bintang 3 aja.. maaf"
542,Yahya Ya,4,2022-06-01 10:55:33,"Aplikasinya udah bagus, cuma saran min masalah layanan pembayarannya tlg di hilangkan di semua bank. Jangan cuma dari bank mandiri aja yang rp 0. Atau bisa disediakan menu top up saldo, biar memudahkn masalah pembayaran. Tq","aplikasinya udah bagus, cuma saran min masalah layanan pembayarannya tlg di hilangkan di semua bank. jangan cuma dari bank mandiri aja yang rp 0. atau bisa disediakan menu top up saldo, biar memudahkn masalah pembayaran. tq"
543,Ibunya Abdurrohman Hanif m,5,2022-06-01 07:39:58,"Sangat bermanfaat, bisa cek tagihan bulanan, mudah utk komunikasi ke PLN nya, mau ngadu, Alhamdulillah langsung ditanggapi dan cepat penanganannya. Semoga dipertahankan... Terima kasih PLN.","sangat bermanfaat, bisa cek tagihan bulanan, mudah utk komunikasi ke pln nya, mau ngadu, alhamdulillah langsung ditanggapi dan cepat penanganannya. semoga dipertahankan... terima kasih pln."
544,Andre Darmawan,1,2022-06-01 01:15:33,"Aplikasi untuk pengaduan tidak sesuai dengan kondisi lapangan infonya nyala tapi masih padam, atau emang bagian lapangan yang krng max. Khusus wilayah jember desa balung kalau padam pasti lebih dari 3 jam, apa karena perdesaan penangan mang lambat","aplikasi untuk pengaduan tidak sesuai dengan kondisi lapangan infonya nyala tapi masih padam, atau emang bagian lapangan yang krng max. khusus wilayah jember desa balung kalau padam pasti lebih dari 3 jam, apa karena perdesaan penangan mang lambat"
545,Fransisca Susanto,2,2022-05-31 23:12:44,Fitur live chat tdk bs digunakan. Krn sy tidak bs melakukan pengetikan pd saat menggunakan fitur tsb. Upgrade verifikasinya tdk 1x24 jam spt yg di informasikan.,fitur live chat tdk bs digunakan. krn sy tidak bs melakukan pengetikan pd saat menggunakan fitur tsb. upgrade verifikasinya tdk 1x24 jam spt yg di informasikan.
546,Dini Pulpita Anggraini,3,2022-05-31 18:33:43,Aplikasinya gimana si ini ..mau daftar tambah daya listrik gabisa harus verifikasi data diri dulu. Tapi setelah diverifikasi tetap aja g bisa. Tolong penjelasannya ?,aplikasinya gimana si ini ..mau daftar tambah daya listrik gabisa harus verifikasi data diri dulu. tapi setelah diverifikasi tetap aja g bisa. tolong penjelasannya ?
547,20-153 Marco Daniel Napitu,3,2022-05-31 17:42:01,Klw aplikasi untk mempermudah kenapa konfirmasi harus ke kantor lagi pak untk konfirmasi pelunasan tagihan dan penyambung kembali arus listrik🙏🏽 saya pikir aplikasi ini mempermudah semuanya ternyata belum sempurna,klw aplikasi untk mempermudah kenapa konfirmasi harus ke kantor lagi pak untk konfirmasi pelunasan tagihan dan penyambung kembali arus listrik🙏🏽 saya pikir aplikasi ini mempermudah semuanya ternyata belum sempurna
548,Rusly Bodag,4,2022-05-31 17:17:44,"Min, saya sudah bikin akun daftar dan log in dgn no hp. Tapi ketika log out dan log in dengan no hp yg sama tidak bisa masuk? Notifikasinya ""nomor hp anda sudah pernah dipakai"". mohon dibantu min karena no hp yg saya pakai tersebut untuk verifikasi data pada aplikasi pln mobile","min, saya sudah bikin akun daftar dan log in dgn no hp. tapi ketika log out dan log in dengan no hp yg sama tidak bisa masuk? notifikasinya ""nomor hp anda sudah pernah dipakai"". mohon dibantu min karena no hp yg saya pakai tersebut untuk verifikasi data pada aplikasi pln mobile"
549,Taufiq Kurohman,3,2022-05-31 16:36:27,"Ini knp y hari ini aplikasi mobile pln setelah update jadi ga bisa pilih pengaduan data kosong terus,saya sudah ikutin arahan hapus cache dan isi form tetep aja data kosong di sub menu pengaduan ya","ini knp y hari ini aplikasi mobile pln setelah update jadi ga bisa pilih pengaduan data kosong terus,saya sudah ikutin arahan hapus cache dan isi form tetep aja data kosong di sub menu pengaduan ya"
550,suripti solikhin,1,2022-05-31 12:13:24,Kenapa setelah di perbaharui aplikasiNya untuk pengaduan Kok malah tidak bisa Data masih kosong . Muat ulang tidak ada respon Mohon petunjuknya biar bisa melakukan pengaduan lewat aplikasi,kenapa setelah di perbaharui aplikasinya untuk pengaduan kok malah tidak bisa data masih kosong . muat ulang tidak ada respon mohon petunjuknya biar bisa melakukan pengaduan lewat aplikasi
551,Be Jo,1,2022-05-31 10:30:21,"Laporan kelistrikan di persulit ,padahal sudah di kasi tau masalahnya cuma si isi pulsa gagal terus dan di pastikan kwh minta di sering nomor baru,tapi pelayanan super ribet,akhirnya laporan tidak di tindak lanjuti,laporan sudah capek nulis dan nunggu antrian lama banget gak keproses sungguh mengecewakan","laporan kelistrikan di persulit ,padahal sudah di kasi tau masalahnya cuma si isi pulsa gagal terus dan di pastikan kwh minta di sering nomor baru,tapi pelayanan super ribet,akhirnya laporan tidak di tindak lanjuti,laporan sudah capek nulis dan nunggu antrian lama banget gak keproses sungguh mengecewakan"
552,komang pik,1,2022-05-31 07:06:51,Aplikasi ga mutu! Apalagi marketplace pln. Saldo gopay saya sudah terpotong tapi seller ga nerima notifikasi ad pembelian. Buk notifikasi layar putih doank! Komplin berkali kali nelponin 123 bilangnya keluhannya akan dtambahkan. Dapet email klo komplin udah seesai setelah dcek ternyata sama aja. Apanya yg dselesaikan??? Akhirnya nelpon lagi ngabisin pulsa lgi. Ga slese2. Chat penjual dbilang ga ad notifikasi masuk untuk dproses. Ya tuhan aplikasi ini ga pantas ddonwload. Ga mutu. 123 ga guna!!!!,aplikasi ga mutu! apalagi marketplace pln. saldo gopay saya sudah terpotong tapi seller ga nerima notifikasi ad pembelian. buk notifikasi layar putih doank! komplin berkali kali nelponin 123 bilangnya keluhannya akan dtambahkan. dapet email klo komplin udah seesai setelah dcek ternyata sama aja. apanya yg dselesaikan??? akhirnya nelpon lagi ngabisin pulsa lgi. ga slese2. chat penjual dbilang ga ad notifikasi masuk untuk dproses. ya tuhan aplikasi ini ga pantas ddonwload. ga mutu. 123 ga guna!!!!
553,Eka Zainul Hasan,5,2022-05-31 01:03:26,"Saran dari saya yang pengguna listrik pascabayar, tolong ditingkatkan lagi fitur perihal tagihan listrik. Jadi kalo semisal ada tunggakan, nantinya bisa diakumulasi dengan bulan berikutnya, jangan dibuat perbulan gitu. Dikhawatirkan ada miskomunikasi antara yang di aplikasi dengan yang di lapang. Apalagi sekarang semua serba digital.. terimakasih, sukses selalu 🙏","saran dari saya yang pengguna listrik pascabayar, tolong ditingkatkan lagi fitur perihal tagihan listrik. jadi kalo semisal ada tunggakan, nantinya bisa diakumulasi dengan bulan berikutnya, jangan dibuat perbulan gitu. dikhawatirkan ada miskomunikasi antara yang di aplikasi dengan yang di lapang. apalagi sekarang semua serba digital.. terimakasih, sukses selalu 🙏"
554,Aisyah NA.F,5,2022-05-30 19:36:45,"Sangat membantu sekali aplikasinya. Tida perlu repot² ke kantor mengantri dan CSnya sangat responsif. Good luck PLN Mobile, semoga tambah baik lagi ke depannya","sangat membantu sekali aplikasinya. tida perlu repot² ke kantor mengantri dan csnya sangat responsif. good luck pln mobile, semoga tambah baik lagi ke depannya"
555,Rita Marlina,5,2022-05-30 19:01:25,Terimakasih dengan adanya Apk PLN Mobile sangat dan sangat membantu praktis dan nyaman respon cepat dan tepat klo ada seribu bintangnya pasti ku klik semua trimakasih atas kerja samanya😇😇😇,terimakasih dengan adanya apk pln mobile sangat dan sangat membantu praktis dan nyaman respon cepat dan tepat klo ada seribu bintangnya pasti ku klik semua trimakasih atas kerja samanya😇😇😇
556,Lestarie@gmail.com Lestarie,1,2022-05-30 16:53:18,"Untuk penyedia iconnet, kenapa sering sekali erorr, bukan 1 atau 2 jam, melainkan bisa berhari hari,, tolong segera diperbaiki, jangan sampai pelanggan iconnet kecewa karena sering error' tapi tagihan harus bayar full.. trima kasih","untuk penyedia iconnet, kenapa sering sekali erorr, bukan 1 atau 2 jam, melainkan bisa berhari hari,, tolong segera diperbaiki, jangan sampai pelanggan iconnet kecewa karena sering error' tapi tagihan harus bayar full.. trima kasih"
557,kikiyo nugraha,5,2022-05-30 15:40:51,"Ok ,nih mantapp... Mungkin nanti bisa ditingkatkan lg ,bisa periksa jumlah token yang tersisa di KWH dengan angka akurat dan ada pemberitahuan jika akan ada pemadaman listrik agar kita bisa bersiap-siap 💪","ok ,nih mantapp... mungkin nanti bisa ditingkatkan lg ,bisa periksa jumlah token yang tersisa di kwh dengan angka akurat dan ada pemberitahuan jika akan ada pemadaman listrik agar kita bisa bersiap-siap 💪"
558,Rahardjo Soemomihardjo,4,2022-05-30 09:46:54,"Aplikasi ini bagus bisa tahu transaksi dengan PLN, tapi sayang kenapa kalau beli token listrik harus diinput secara manual, sebaiknya ditingkatkan sehingga kalau beli token bisa langsung menambah tanpa harus menginput token tersebut.","aplikasi ini bagus bisa tahu transaksi dengan pln, tapi sayang kenapa kalau beli token listrik harus diinput secara manual, sebaiknya ditingkatkan sehingga kalau beli token bisa langsung menambah tanpa harus menginput token tersebut."
559,Khaylla Channel TV,4,2022-05-30 08:47:58,"Respon cepat dan baik tp di aplikasi dan dilapangan beda, tapi untuk keseluruhan baik dan mempermudah pelanggan untuk pengaduan terima kasih","respon cepat dan baik tp di aplikasi dan dilapangan beda, tapi untuk keseluruhan baik dan mempermudah pelanggan untuk pengaduan terima kasih"
560,Hasmini Anny,5,2022-05-30 07:33:28,Dengan adanya aplikasi PLN Mobile ini sangat mempermudah untuk melakukan pengaduan terkait masalah kelistrikan kita. Petugasnya juga fast respon tidak terlalu menunggu lama konfirmasinya berdasarkan pengalaman saya atas pengaduan( isi token gagal) hanya 1 jam 30 menit sudah ada konfirmasi.,dengan adanya aplikasi pln mobile ini sangat mempermudah untuk melakukan pengaduan terkait masalah kelistrikan kita. petugasnya juga fast respon tidak terlalu menunggu lama konfirmasinya berdasarkan pengalaman saya atas pengaduan( isi token gagal) hanya 1 jam 30 menit sudah ada konfirmasi.
561,MIRKIANSYAH,1,2022-05-30 07:21:34,Susah sekali untuk melakukan pasang baru sangat ribet. Katannya mau menghindari calo tapi negara kok bikin pemasangan sesusah ini.,susah sekali untuk melakukan pasang baru sangat ribet. katannya mau menghindari calo tapi negara kok bikin pemasangan sesusah ini.
562,Flow Glow,1,2022-05-30 00:07:04,Live chaat dengan CS. Tapi tidak bisa mengetik. Mau ngetik gk bisa. Maksudnya kaya gimana tu ya.? Apa fungsinya papan keyboardnya. Aplikasi buruk,live chaat dengan cs. tapi tidak bisa mengetik. mau ngetik gk bisa. maksudnya kaya gimana tu ya.? apa fungsinya papan keyboardnya. aplikasi buruk
